Scholar Name,Title,Publication Link,Authors,Journal/Conference,DOI,Scholar Profile
Martin J. Wainwright,Improved bounds for discretization of Langevin diffusions: Near-optimal rates without convexity,http://dx.doi.org/10.3150/21-BEJ1343,"Mou, Wenlong | Flammarion, Nicolas | Wainwright, Martin J. | Bartlett, Peter L.","Bernoulli, volume 28, issue 3 (2022).",http://dx.doi.org/10.3150/21-BEJ1343,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,A Permutation-Based Model for Crowd Labeling: Optimal Estimation and Robustness,http://dx.doi.org/10.1109/TIT.2020.3045613,"Shah, Nihar B. | Balakrishnan, Sivaraman | Wainwright, Martin J.","IEEE Transactions on Information Theory, volume 67, issue 6, pages 4162-4184 (2021).",http://dx.doi.org/10.1109/TIT.2020.3045613,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,Instance-Dependent ℓ∞ -Bounds for Policy Evaluation in Tabular Reinforcement Learning,http://dx.doi.org/10.1109/TIT.2020.3027316,"Pananjady, Ashwin | Wainwright, Martin J.","IEEE Transactions on Information Theory, volume 67, issue 1, pages 566-585 (2021).",http://dx.doi.org/10.1109/TIT.2020.3027316,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,Towards optimal estimation of bivariate isotonic matrices with unknown permutations,http://dx.doi.org/10.1214/19-AOS1925,"Mao, Cheng | Pananjady, Ashwin | Wainwright, Martin J.","The Annals of Statistics, volume 48, issue 6 (2020).",http://dx.doi.org/10.1214/19-AOS1925,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,"Singularity, misspecification and the convergence rate of EM",http://dx.doi.org/10.1214/19-AOS1924,"Dwivedi, Raaz | Ho, Nhat | Khamaru, Koulik | Wainwright, Martin J. | Jordan, Michael I. | Yu, Bin","The Annals of Statistics, volume 48, issue 6 (2020).",http://dx.doi.org/10.1214/19-AOS1924,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,The Local Geometry of Testing in Ellipses: Tight Control via Localized Kolmogorov Widths,http://dx.doi.org/10.1109/TIT.2020.2981313,"Wei, Yuting | Wainwright, Martin J.","IEEE Transactions on Information Theory, volume 66, issue 8, pages 5110-5129 (2020).",http://dx.doi.org/10.1109/TIT.2020.2981313,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,Function-Specific Mixing Times and Concentration Away from Equilibrium,http://dx.doi.org/10.1214/19-BA1151,"Rabinovich, Maxim | Ramdas, Aaditya | Jordan, Michael I. | Wainwright, Martin J.","Bayesian Analysis, volume 15, issue 2 (2020).",http://dx.doi.org/10.1214/19-BA1151,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,HopSkipJumpAttack: A Query-Efficient Decision-Based Attack,http://dx.doi.org/10.1109/SP40000.2020.00045,"Chen, Jianbo | Jordan, Michael I. | Wainwright, Martin J.",2020 IEEE Symposium on Security and Privacy (SP) (2020),http://dx.doi.org/10.1109/SP40000.2020.00045,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,Worst-case versus average-case design for estimation from partial pairwise comparisons,http://dx.doi.org/10.1214/19-AOS1838,"Pananjady, Ashwin | Mao, Cheng | Muthukumar, Vidya | Wainwright, Martin J. | Courtade, Thomas A.","The Annals of Statistics, volume 48, issue 2 (2020).",http://dx.doi.org/10.1214/19-AOS1838,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,Optimal Rates and Tradeoffs in Multiple Testing,http://dx.doi.org/10.5705/ss.202017.0468,"Rabinovich, Maxim | Ramdas, Aaditya | Jordan, Michael I. | Wainwright, Martin J.",Statistica Sinica (2020).,http://dx.doi.org/10.5705/ss.202017.0468,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,Active ranking from pairwise comparisons and when parametric assumptions do not help,http://dx.doi.org/10.1214/18-AOS1772,"Heckel, Reinhard | Shah, Nihar B. | Ramchandran, Kannan | Wainwright, Martin J.","The Annals of Statistics, volume 47, issue 6 (2019).",http://dx.doi.org/10.1214/18-AOS1772,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,A unified treatment of multiple testing with prior knowledge using the p-filter,http://dx.doi.org/10.1214/18-AOS1765,"Ramdas, Aaditya K. | Barber, Rina F. | Wainwright, Martin J. | Jordan, Michael I.","The Annals of Statistics, volume 47, issue 5 (2019).",http://dx.doi.org/10.1214/18-AOS1765,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Martin J. Wainwright,Early Stopping for Kernel Boosting Algorithms: A General Analysis With Localized Complexities,http://dx.doi.org/10.1109/TIT.2019.2927563,"Wei, Yuting | Yang, Fanny | Wainwright, Martin J.","IEEE Transactions on Information Theory, volume 65, issue 10, pages 6685-6703 (2019).",http://dx.doi.org/10.1109/TIT.2019.2927563,https://scholargps.com/scholars/41600648351013/martin-j-wainwright
Satya N. Majumdar,Power-law relaxation of a confined diffusing particle subject to resetting with memory,http://dx.doi.org/10.1088/1742-5468/ad5a79,"Boyer, Denis | Majumdar, Satya N","Journal of Statistical Mechanics: Theory and Experiment, volume 2024, issue 7, pages 073206- (2024).",http://dx.doi.org/10.1088/1742-5468/ad5a79,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Order Statistics,http://dx.doi.org/10.1093/9780191838781.003.0006,"Majumdar, Satya N | Schehr, Grégory",Oxford University PressOxford (2024),http://dx.doi.org/10.1093/9780191838781.003.0006,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Time of the Maximum and the Minimum,http://dx.doi.org/10.1093/9780191838781.003.0005,"Majumdar, Satya N | Schehr, Grégory",Oxford University PressOxford (2024),http://dx.doi.org/10.1093/9780191838781.003.0005,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Extreme Statistics,http://dx.doi.org/10.1093/9780191838781.003.0004,"Majumdar, Satya N | Schehr, Grégory",Oxford University PressOxford (2024),http://dx.doi.org/10.1093/9780191838781.003.0004,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,First-Passage Probability,http://dx.doi.org/10.1093/9780191838781.003.0003,"Majumdar, Satya N | Schehr, Grégory",Oxford University PressOxford (2024),http://dx.doi.org/10.1093/9780191838781.003.0003,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,The Two Principal Models and Some Basic Tools,http://dx.doi.org/10.1093/9780191838781.003.0002,"Majumdar, Satya N | Schehr, Grégory",Oxford University PressOxford (2024),http://dx.doi.org/10.1093/9780191838781.003.0002,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Active particle in one dimension subjected to resetting with memory,http://dx.doi.org/10.1103/PhysRevE.109.054105,"Boyer, Denis | Majumdar, Satya N.","Physical Review E, volume 109, issue 5 (2024).",http://dx.doi.org/10.1103/PhysRevE.109.054105,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Occupation time of a system of Brownian particles on the line with steplike initial condition,http://dx.doi.org/10.1103/PhysRevE.109.044150,"Burenev, Ivan N. | Majumdar, Satya N. | Rosso, Alberto","Physical Review E, volume 109, issue 4 (2024).",http://dx.doi.org/10.1103/PhysRevE.109.044150,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Dynamically emergent correlations between particles in a switching harmonic trap,http://dx.doi.org/10.1103/PhysRevE.109.L032106,"Biroli, Marco | Kulkarni, Manas | Majumdar, Satya N. | Schehr, Grégory","Physical Review E, volume 109, issue 3 (2024).",http://dx.doi.org/10.1103/PhysRevE.109.L032106,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Optimizing the random search of a finite-lived target by a Lévy flight,http://dx.doi.org/10.1103/PhysRevE.109.L022103,"Boyer, Denis | Mercado-Vásquez, Gabriel | Majumdar, Satya N. | Schehr, Grégory","Physical Review E, volume 109, issue 2 (2024).",http://dx.doi.org/10.1103/PhysRevE.109.L022103,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,"Exact extreme, order, and sum statistics in a class of strongly correlated systems",http://dx.doi.org/10.1103/PhysRevE.109.014101,"Biroli, Marco | Larralde, Hernán | Majumdar, Satya N. | Schehr, Grégory","Physical Review E, volume 109, issue 1 (2024).",http://dx.doi.org/10.1103/PhysRevE.109.014101,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Nonlinear-cost random walk: Exact statistics of the distance covered for fixed budget,http://dx.doi.org/10.1103/PhysRevE.108.064122,"Majumdar, Satya N. | Mori, Francesco | Vivo, Pierpaolo","Physical Review E, volume 108, issue 6 (2023).",http://dx.doi.org/10.1103/PhysRevE.108.064122,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Generating entanglement by quantum resetting,http://dx.doi.org/10.1103/PhysRevA.108.062210,"Kulkarni, Manas | Majumdar, Satya N.","Physical Review A, volume 108, issue 6 (2023).",http://dx.doi.org/10.1103/PhysRevA.108.062210,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,"Metropolis Monte Carlo sampling: convergence, localization transition and optimality",http://dx.doi.org/10.1088/1742-5468/ad002d,"Chepelianskii, Alexei D | Majumdar, Satya N | Schawe, Hendrik | Trizac, Emmanuel","Journal of Statistical Mechanics: Theory and Experiment, volume 2023, issue 12, pages 123205- (2023).",http://dx.doi.org/10.1088/1742-5468/ad002d,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Local time of a system of Brownian particles on the line with steplike initial condition,http://dx.doi.org/10.1103/PhysRevE.108.064113,"Burenev, Ivan N. | Majumdar, Satya N. | Rosso, Alberto","Physical Review E, volume 108, issue 6 (2023).",http://dx.doi.org/10.1103/PhysRevE.108.064113,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Current fluctuations in stochastically resetting particle systems,http://dx.doi.org/10.1103/PhysRevE.108.014112,"Di Bello, Costantino | Hartmann, Alexander K. | Majumdar, Satya N. | Mori, Francesco | Rosso, Alberto | Schehr, Grégory","Physical Review E, volume 108, issue 1 (2023).",http://dx.doi.org/10.1103/PhysRevE.108.014112,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Singular relaxation of a random walk in a box with a Metropolis Monte Carlo dynamics,http://dx.doi.org/10.1088/1751-8121/acd829,"Chepelianskii, Alexei D | Majumdar, Satya N | Schawe, Hendrik | Trizac, Emmanuel","Journal of Physics A: Mathematical and Theoretical, volume 56, issue 25, pages 255003- (2023).",http://dx.doi.org/10.1088/1751-8121/acd829,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Effusion of stochastic processes on a line,http://dx.doi.org/10.1088/1742-5468/acdac4,"Dean, David S | Majumdar, Satya N | Schehr, Grégory","Journal of Statistical Mechanics: Theory and Experiment, volume 2023, issue 6, pages 063208- (2023).",http://dx.doi.org/10.1088/1742-5468/acdac4,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Cost of Diffusion: Nonlinearity and Giant Fluctuations,http://dx.doi.org/10.1103/PhysRevLett.130.237102,"Majumdar, Satya N. | Mori, Francesco | Vivo, Pierpaolo","Physical Review Letters, volume 130, issue 23 (2023).",http://dx.doi.org/10.1103/PhysRevLett.130.237102,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Satya N. Majumdar,Out-of-equilibrium dynamics of repulsive ranked diffusions: The expanding crystal,http://dx.doi.org/10.1103/PhysRevE.107.064105,"Flack, Ana | Le Doussal, Pierre | Majumdar, Satya N. | Schehr, Grégory","Physical Review E, volume 107, issue 6 (2023).",http://dx.doi.org/10.1103/PhysRevE.107.064105,https://scholargps.com/scholars/58885610001161/satya-n-majumdar
Dylan S. Small,Optimal refinement of strata to balance covariates,http://dx.doi.org/10.1093/biomtc/ujae061,"Brumberg, Katherine | Small, Dylan S | Rosenbaum, Paul R","Biometrics, volume 80, issue 3 (2024).",http://dx.doi.org/10.1093/biomtc/ujae061,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Feedback and Financial Incentives for Reducing Cell Phone Use While Driving,http://dx.doi.org/10.1001/jamanetworkopen.2024.20218,"Delgado, M. Kit | Ebert, Jeffrey P. | Xiong, Ruiying A. | Winston, Flaura K. | McDonald, Catherine C. | Rosin, Roy M. | Volpp, Kevin G. | Barnett, Ian J. | Small, Dylan S. | Wiebe, Douglas J. | ... | Halpern, Scott D.","JAMA Network Open, volume 7, issue 7, pages e2420218- (2024).",http://dx.doi.org/10.1001/jamanetworkopen.2024.20218,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,"Effect of Gamification, Financial Incentives, or Both to Increase Physical Activity Among Patients at High Risk of Cardiovascular Events: The BE ACTIVE Randomized Controlled Trial",http://dx.doi.org/10.1161/CIRCULATIONAHA.124.069531,"Fanaroff, Alexander C. | Patel, Mitesh S. | Chokshi, Neel | Coratti, Samantha | Farraday, David | Norton, Laurie | Rareshide, Charles | Zhu, Jingsan | Klaiman, Tamar | Szymczak, Julia E. | ... | Volpp, Kevin G.M.","Circulation, volume 149, issue 21, pages 1639-1649 (2024).",http://dx.doi.org/10.1161/CIRCULATIONAHA.124.069531,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Sensitivity analysis for matched observational studies with continuous exposures and binary outcomes,http://dx.doi.org/10.1093/biomet/asae021,"Zhang, Jeffrey | Small, Dylan S | Heng, Siyu",Biometrika (2024).,http://dx.doi.org/10.1093/biomet/asae021,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,"Marshall Joffe’s Contributions to Causal Inference, Biostatistics, and Epidemiology",http://dx.doi.org/10.1093/aje/kwad217,"Isenberg, Dane | Kennedy, Edward H | Landis, J Richard | Mitra, Nandita | Robins, James M | Roy, Jason | Stephens-Shields, Alisa J | Yang, Wei | Small, Dylan S","American Journal of Epidemiology, volume 193, issue 4, pages 563-576 (2024).",http://dx.doi.org/10.1093/aje/kwad217,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,MRI-Based Brain Volume Scoring in Cerebral Malaria Is Externally Valid and Applicable to Lower-Resolution Images,http://dx.doi.org/10.3174/ajnr.A8098,"Goyal, Manu S. | Vidal, Lorenna | Chetcuti, Karen | Chilingulo, Cowles | Ibrahim, Khalid | Zhang, Jeffrey | Small, Dylan S. | Seydel, Karl B. | O’Brien, Nicole | Taylor, Terrie E. | Postels, Douglas G.","American Journal of Neuroradiology, volume 45, issue 2, pages 205-210 (2024).",http://dx.doi.org/10.3174/ajnr.A8098,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Default Palliative Care Consultation for Seriously Ill Hospitalized Patients,http://dx.doi.org/10.1001/jama.2023.25092,"Courtright, Katherine R. | Madden, Vanessa | Bayes, Brian | Chowdhury, Marzana | Whitman, Casey | Small, Dylan S. | Harhay, Michael O. | Parra, Suzanne | Cooney-Zingman, Elizabeth | Ersek, Mary | ... | Halpern, Scott D.","JAMA, volume 331, issue 3, pages 224- (2024).",http://dx.doi.org/10.1001/jama.2023.25092,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,A mixed model approach to estimate the survivor average causal effect in cluster‐randomized trials,http://dx.doi.org/10.1002/sim.9939,"Wang, Wei | Tong, Guangyu | Hirani, Shashivadan P. | Newman, Stanton P. | Halpern, Scott D. | Small, Dylan S. | Li, Fan | Harhay, Michael O.","Statistics in Medicine, volume 43, issue 1, pages 16-33 (2024).",http://dx.doi.org/10.1002/sim.9939,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Model-Robust and Efficient Covariate Adjustment for Cluster-Randomized Experiments,http://dx.doi.org/10.1080/01621459.2023.2289693,"Wang, Bingkai | Park, Chan | Small, Dylan S. | Li, Fan",Journal of the American Statistical Association (2024).,http://dx.doi.org/10.1080/01621459.2023.2289693,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Sensitivity Analysis for Observational Studies with Recurrent Events,http://dx.doi.org/10.1007/s10985-023-09607-6,"Zhang, Jeffrey | Small, Dylan S.","Lifetime Data Analysis, volume 30, issue 1, pages 237-261 (2024).",http://dx.doi.org/10.1007/s10985-023-09607-6,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Does matching introduce confounding or selection bias into the matched case-control design?,http://dx.doi.org/10.1353/obs.2024.a929114,"Wan, Fei | Sutcliffe, Siobhan | Zhang, Jeffrey | Small, Dylan","Observational Studies, volume 10, issue 1, pages 1-9 (2024).",http://dx.doi.org/10.1353/obs.2024.a929114,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Pre-analysis protocol for an observational study on the effects of adolescent sports participation on health in early adulthood,http://dx.doi.org/10.1353/obs.2024.a929115,"Kokandakar, Ajinkya H. | Lin, Yuzhou | Jin, Steven | Weiss, Jordan | Rabinowitz, Amanda R. | May, Reuben A. Buford | Small, Dylan | Deshpande, Sameer K.","Observational Studies, volume 10, issue 1, pages 11-35 (2024).",http://dx.doi.org/10.1353/obs.2024.a929115,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Instrumental variables: to strengthen or not to strengthen?,http://dx.doi.org/10.1093/jrsssa/qnad075,"Heng, Siyu | Zhang, Bo | Han, Xu | Lorch, Scott A | Small, Dylan S","Journal of the Royal Statistical Society Series A: Statistics in Society, volume 186, issue 4, pages 852-873 (2023).",http://dx.doi.org/10.1093/jrsssa/qnad075,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,A nonparametric binomial likelihood approach for causal inference in instrumental variable models,http://dx.doi.org/10.1007/s42952-023-00233-4,"Lee, Kwonsang | Bhattacharya, Bhaswar B. | Qin, Jing | Small, Dylan S.","Journal of the Korean Statistical Society, volume 52, issue 4, pages 1055-1077 (2023).",http://dx.doi.org/10.1007/s42952-023-00233-4,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Spatial Disadvantage and Racial Disparities in Gun Homicides,http://dx.doi.org/10.1007/s40615-022-01429-w,"Salmon, Tahlea | Lin, Yuzhou | Harding, David J. | Small, Dylan S.","Journal of Racial and Ethnic Health Disparities, volume 10, issue 5, pages 2490-2495 (2023).",http://dx.doi.org/10.1007/s40615-022-01429-w,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Group sequential testing under instrumented difference‐in‐differences approach,http://dx.doi.org/10.1002/sim.9836,"Roy, Samrat | Ye, Ting | Ertefaie, Ashkan | Vo, Tat‐Thang | Flory, James | Hennessy, Sean | Small, Dylan","Statistics in Medicine, volume 42, issue 21, pages 3838-3859 (2023).",http://dx.doi.org/10.1002/sim.9836,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Using predictability to improve matching of urban locations in Philadelphia,http://dx.doi.org/10.1214/23-AOAS1739,"Humphrey, Colman | Gross, Ryan | Small, Dylan S. | Jensen, Shane T.","The Annals of Applied Statistics, volume 17, issue 3 (2023).",http://dx.doi.org/10.1214/23-AOAS1739,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,A Negative Correlation Strategy for Bracketing in Difference-in-Differences,http://dx.doi.org/10.1080/01621459.2023.2252576,"Ye, Ting | Keele, Luke | Hasegawa, Raiden | Small, Dylan S.",Journal of the American Statistical Association (2023).,http://dx.doi.org/10.1080/01621459.2023.2252576,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,Examining a Hypothesized Causal Chain for the Effects of the 2007 Repeal of the Permit-to-Purchase Licensing Law in Missouri: Homicide Guns Recovered in State and within a Year of Purchase,http://dx.doi.org/10.1007/s11524-023-00739-6,"Li, Michelle | Small, Dylan | Ye, Ting | Lin, Yuzhou | Webster, Daniel","Journal of Urban Health, volume 100, issue 3, pages 425-430 (2023).",http://dx.doi.org/10.1007/s11524-023-00739-6,https://scholargps.com/scholars/82363233696669/dylan-s-small
Dylan S. Small,"Randomization inference for cluster-randomized test-negative designs with application to Dengue studies: Unbiased estimation, partial compliance, and stepped-wedge design",http://dx.doi.org/10.1214/22-AOAS1684,"Wang, Bingkai | Dufault, Suzanne M. | Small, Dylan S. | Jewell, Nicholas P.","The Annals of Applied Statistics, volume 17, issue 2 (2023).",http://dx.doi.org/10.1214/22-AOAS1684,https://scholargps.com/scholars/82363233696669/dylan-s-small
Martin Krzywinski,Comparing classifier performance with baselines,http://dx.doi.org/10.1038/s41592-024-02234-5,"Megahed, Fadel M. | Chen, Ying-Ju | Jones-Farmer, L. Allison | Rigdon, Steven E. | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 21, issue 4, pages 546-548 (2024).",http://dx.doi.org/10.1038/s41592-024-02234-5,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Errors in predictor variables,http://dx.doi.org/10.1038/s41592-023-02119-z,"Altman, Naomi | Krzywinski, Martin","Nature Methods, volume 21, issue 1, pages 4-6 (2024).",http://dx.doi.org/10.1038/s41592-023-02119-z,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Convolutional neural networks,http://dx.doi.org/10.1038/s41592-023-01973-1,"Derry, Alexander | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 20, issue 9, pages 1269-1270 (2023).",http://dx.doi.org/10.1038/s41592-023-01973-1,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Neural networks primer,http://dx.doi.org/10.1038/s41592-022-01747-1,"Derry, Alexander | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 20, issue 2, pages 165-167 (2023).",http://dx.doi.org/10.1038/s41592-022-01747-1,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Regression modeling of time-to-event data with censoring,http://dx.doi.org/10.1038/s41592-022-01689-8,"Dey, Tanujit | Lipsitz, Stuart R. | Cooper, Zara | Trinh, Quoc-Dien | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 19, issue 12, pages 1513-1515 (2022).",http://dx.doi.org/10.1038/s41592-022-01689-8,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Survival analysis—time-to-event data and censoring,http://dx.doi.org/10.1038/s41592-022-01563-7,"Dey, Tanujit | Lipsitz, Stuart R. | Cooper, Zara | Trinh, Quoc-Dien | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 19, issue 8, pages 906-908 (2022).",http://dx.doi.org/10.1038/s41592-022-01563-7,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,The class imbalance problem,http://dx.doi.org/10.1038/s41592-021-01302-4,"Megahed, Fadel M. | Chen, Ying-Ju | Megahed, Aly | Ong, Yuya | Altman, Naomi | Krzywinski, Martin","Nature Methods, volume 18, issue 11, pages 1270-1272 (2021).",http://dx.doi.org/10.1038/s41592-021-01302-4,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Graphical assessment of tests and classifiers,http://dx.doi.org/10.1038/s41592-021-01232-1,"Altman, Naomi | Krzywinski, Martin","Nature Methods, volume 18, issue 8, pages 840-842 (2021).",http://dx.doi.org/10.1038/s41592-021-01232-1,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Testing for rare conditions,http://dx.doi.org/10.1038/s41592-021-01089-4,"Altman, Naomi | Krzywinski, Martin","Nature Methods, volume 18, issue 3, pages 224-225 (2021).",http://dx.doi.org/10.1038/s41592-021-01089-4,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,The standardization fallacy,http://dx.doi.org/10.1038/s41592-020-01036-9,"Voelkl, Bernhard | Würbel, Hanno | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 18, issue 1, pages 5-7 (2021).",http://dx.doi.org/10.1038/s41592-020-01036-9,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Uncertainty and the management of epidemics,http://dx.doi.org/10.1038/s41592-020-0943-4,"Shea, Katriona | Bjørnstad, Ottar N. | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 17, issue 9, pages 867-868 (2020).",http://dx.doi.org/10.1038/s41592-020-0943-4,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,The SEIRS model for infectious disease dynamics,http://dx.doi.org/10.1038/s41592-020-0856-2,"Bjørnstad, Ottar N. | Shea, Katriona | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 17, issue 6, pages 557-558 (2020).",http://dx.doi.org/10.1038/s41592-020-0856-2,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Modeling infectious epidemics,http://dx.doi.org/10.1038/s41592-020-0822-z,"Bjørnstad, Ottar N. | Shea, Katriona | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 17, issue 5, pages 455-456 (2020).",http://dx.doi.org/10.1038/s41592-020-0822-z,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Markov models — training and evaluation of hidden Markov models,http://dx.doi.org/10.1038/s41592-019-0702-6,"Grewal, Jasleen K. | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 17, issue 2, pages 121-122 (2020).",http://dx.doi.org/10.1038/s41592-019-0702-6,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Markov models — hidden Markov models,http://dx.doi.org/10.1038/s41592-019-0532-6,"Grewal, Jasleen K. | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 16, issue 9, pages 795-796 (2019).",http://dx.doi.org/10.1038/s41592-019-0532-6,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Markov models—Markov chains,http://dx.doi.org/10.1038/s41592-019-0476-x,"Grewal, Jasleen K. | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 16, issue 8, pages 663-664 (2019).",http://dx.doi.org/10.1038/s41592-019-0476-x,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Quantile regression,http://dx.doi.org/10.1038/s41592-019-0406-y,"Das, Kiranmoy | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 16, issue 6, pages 451-452 (2019).",http://dx.doi.org/10.1038/s41592-019-0406-y,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Analyzing outliers: robust methods to the rescue,http://dx.doi.org/10.1038/s41592-019-0369-z,"Greco, Luca | Luta, George | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 16, issue 4, pages 275-276 (2019).",http://dx.doi.org/10.1038/s41592-019-0369-z,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Two-level factorial experiments,http://dx.doi.org/10.1038/s41592-019-0335-9,"Smucker, Byran | Krzywinski, Martin | Altman, Naomi","Nature Methods, volume 16, issue 3, pages 211-212 (2019).",http://dx.doi.org/10.1038/s41592-019-0335-9,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Martin Krzywinski,Predicting with confidence and tolerance,http://dx.doi.org/10.1038/s41592-018-0196-7,"Altman, Naomi | Krzywinski, Martin","Nature Methods, volume 15, issue 11, pages 843-845 (2018).",http://dx.doi.org/10.1038/s41592-018-0196-7,https://scholargps.com/scholars/22674494218081/martin-krzywinski
Adam M. Phillippy,Parsnp 2.0: scalable core-genome alignment for massive microbial datasets,http://dx.doi.org/10.1093/bioinformatics/btae311,"Kille, Bryce | Nute, Michael G | Huang, Victor | Kim, Eddie | Phillippy, Adam M | Treangen, Todd J","Bioinformatics, volume 40, issue 5 (2024).",http://dx.doi.org/10.1093/bioinformatics/btae311,https://scholargps.com/scholars/57082214322872/adam-m-phillippy
